synset_name	synset_definition	frame_0	frame_1	frame_2	frame_3	frame_4
all_fours.n.01	all fours, high-low-jack, card games in which points are won for taking the high or low or jack or game	PLAY_SPORT/GAME	FIGHT	BID	FACE_CHALLENGE	COMPETE
allocution.n.01	allocution, rhetoric a formal or authoritative address that advises or exhorts	SPEAK	EXPLAIN	SHOUT	TEACH	ORDER
allogamy.n.01	allogamy, crossfertilization in plants	COMBINE_MIX_UNITE	TREAT-WITH/BY	CONVERT	CHANGE-APPEARANCE/STATE	JOIN_CONNECT
allomerism.n.01	allomerism, chemistry variability in chemical composition without variation in crystalline form	DIVERSIFY	CHANGE_SWITCH	MESS	CONVERT	CHANGE-APPEARANCE/STATE
allopathy.n.01	allopathy, the usual method of treating disease with remedies that produce effects differing from those produced by the disease itself	HELP_HEAL_CARE_CURE	TREAT-WITH/BY	REPAIR_REMEDY	WASH_CLEAN	STRENGTHEN_MAKE-RESISTANT
allotropy.n.01	allotropy, allotropism, the phenomenon of an element existing in two or more physical forms	CHANGE-APPEARANCE/STATE	CONVERT	CHANGE_SWITCH	COMBINE_MIX_UNITE	WEAKEN
alluvial_fan.n.01	alluvial fan, alluvial cone, a fanshaped deposit where a fast flowing stream flattens out	INSERT	COVER_SPREAD_SURMOUNT	FLATTEN_SMOOTHEN	SPILL_POUR	PRESS_PUSH_FOLD
alluvion.n.01	alluvion, gradual formation of new land by recession of the sea or deposit of sediment	CONVERT	COMBINE_MIX_UNITE	CHANGE-APPEARANCE/STATE	CHANGE_SWITCH	SHAPE
alms-giving.n.01	alms-giving, almsgiving, making voluntary contributions to aid the poor	GIVE_GIFT	CHANGE-HANDS	PAY	LEND	OFFER
alms.n.01	alms, money or goods contributed to the poor	PAY	GIVE_GIFT	CHANGE-HANDS	LEND	NOURISH_FEED
alpha.n.02	alpha, the beginning of a series or sequence revelations	BEGIN	START-FUNCTIONING	APPEAR	PRECEDE	FINISH_CONCLUDE_END
alpha_decay.n.01	alpha decay, radioactive decay of an atomic nucleus that is accompanied by the emission of an alpha particle	BURN	DESTROY	KILL	BREAK_DETERIORATE	SPOIL
alpha_radiation.n.01	alpha radiation, alpha ray, the radiation of alpha particles during radioactive decay	LIGHT_SHINE	REFLECT	DIM	LIGHTEN	EMIT
alpha_rhythm.n.01	alpha rhythm, alpha wave, the normal brainwave in the electroencephalogram of a person who is awake but relaxed occurs with a frequency of 812 hertz	DANCE	MAKE-A-SOUND	AROUSE_WAKE_ENLIVEN	BEGIN	REPEAT
alpha_test.n.01	alpha test, computer science a first test of an experimental product such as computer software carried out by the developer	ANALYZE	TRY	VERIFY	SEARCH	MEASURE_EVALUATE
alpinism.n.01	Alpinism, mountain climbing not restricted to the alps	RAISE	JUMP	TRAVEL	GO-FORWARD	RUN
alternating_current.n.01	alternating current, AC, alternating electric current, an electric current that reverses direction sinusoidally	CONVERT	CHANGE-APPEARANCE/STATE	CHANGE_SWITCH	REPLACE	ALTERNATE
alternation_of_generations.n.01	alternation of generations, heterogenesis, xenogenesis, the alternation of two or more different forms in the life cycle of a plant or animal	CONVERT	COMBINE_MIX_UNITE	ADJUST_CORRECT	HARMONIZE	CHANGE-APPEARANCE/STATE
alternative_birth.n.01	alternative birth, alternative birthing, a method of childbirth that avoids intrusive hightech medicine in favor of more natural and homely settings	GIVE-BIRTH	GROW_PLOW	DEVELOP_AGE	CASTRATE	HAVE-SEX
alternative_energy.n.01	alternative energy, energy derived from sources that do not use up natural resources or harm the environment	FUEL	GENERATE	CONVERT	REPLACE	AROUSE_WAKE_ENLIVEN
alternative_medicine.n.01	alternative medicine, the practice of medicine without the use of drugs may involve herbal medicines or selfawareness or biofeedback or acupuncture	HELP_HEAL_CARE_CURE	REPAIR_REMEDY	MAKE-RELAX	RESTORE-TO-PREVIOUS/INITIAL-STATE_UNDO_UNWIND	TEACH
altocumulus.n.01	altocumulus, altocumulus cloud, a cumulus cloud at an intermediate altitude of 2 or 3 miles	COVER_SPREAD_SURMOUNT	DIM	METEOROLOGICAL	CLOUD_SHADOW_HIDE	LIGHT_SHINE
altostratus.n.01	altostratus, altostratus cloud, a stratus cloud at an intermediate altitude of 2 or 3 miles	COVER_SPREAD_SURMOUNT	DIM	CLOUD_SHADOW_HIDE	METEOROLOGICAL	APPEAR
ambages.n.01	ambages, archaic roundabout or mysterious ways of action	BEHAVE	MESS	DIVERSIFY	COMPLEXIFY	WORSEN
ambassadorship.n.01	ambassadorship, the post of ambassador	ASSIGN-smt-to-smn	MANAGE	LEAD_GOVERN	WORK	GIVE_GIFT
amelogenesis.n.01	amelogenesis, the developmental process of forming tooth enamel	CONVERT	DEVELOP_AGE	CHANGE-APPEARANCE/STATE	SHAPE	GROW_PLOW
american_football.n.01	American football, American football game, a game played by two teams of 11 players on a rectangular field 100 yards long teams try to get possession of the ball and advance it across the opponents goal line in a series of running or passing plays	PLAY_SPORT/GAME	HIT	FIGHT	SHOOT_LAUNCH_PROPEL	FACE_CHALLENGE
americanism.n.03	Americanism, a custom that is peculiar to the united states or its citizens	CONVERT	CHANGE_SWITCH	DIVERSIFY	HARMONIZE	CHANGE-APPEARANCE/STATE
amitosis.n.01	amitosis, the direct method of cell division characterized by simple division of the nucleus without formation of chromosomes	DIVIDE	GROW_PLOW	SEPARATE_FILTER_DETACH	COMBINE_MIX_UNITE	SHAPE
amniocentesis.n.01	amniocentesis, amnio, pregnancy extraction by centesis of amniotic fluid from a pregnant woman after the 15th week of pregnancy to aid in the diagnosis of fetal abnormalities	REMOVE_TAKE-AWAY_KIDNAP	EXTRACT	GIVE-BIRTH	CASTRATE	EMPTY_UNLOAD
amortization.n.01	amortization, amortisation, the reduction of the value of an asset by prorating its cost over a period of years	REDUCE_DIMINISH	PAY	WEAKEN	CALCULATE_ESTIMATE	DEBASE_ADULTERATE
amperage.n.01	amperage, the strength of an electrical current measured in amperes	INCREASE_ENLARGE_MULTIPLY	AMELIORATE	SPEED-UP	STRENGTHEN_MAKE-RESISTANT	PROMOTE
amphibious_assault.n.01	amphibious assault, an amphibious operation attacking a land base that is carried out by troops that are landed by naval ships	ATTACK_BOMB	CONQUER	SHOOT_LAUNCH_PROPEL	FIGHT	CATCH
amphibious_demonstration.n.01	amphibious demonstration, an amphibious operation conducted for the purpose of deceiving the enemy and leading him into a course of action unfavorable to him	ATTACK_BOMB	CARRY-OUT-ACTION	RUN	BEGIN	GO-FORWARD
amphibious_landing.n.01	amphibious landing, a military action of coordinated land sea and air forces organized for an invasion	ATTACK_BOMB	LAND_GET-OFF	CONQUER	ARRIVE	LEAVE_DEPART_RUN-AWAY
amphibious_operation.n.01	amphibious operation, a military operation by both land and sea forces	ATTACK_BOMB	SHOOT_LAUNCH_PROPEL	CONQUER	LAND_GET-OFF	CATCH
amphimixis.n.02	amphimixis, union of sperm and egg in sexual reproduction	GIVE-BIRTH	COMBINE_MIX_UNITE	HAVE-SEX	JOIN_CONNECT	GROUP
amplification.n.03	amplification, electronics the act of increasing voltage or power or current	INCREASE_ENLARGE_MULTIPLY	AMELIORATE	PROMOTE	SPEED-UP	SIMPLIFY
amplitude.n.01	amplitude, physics the maximum displacement of a periodic wave	GO-FORWARD	MOVE-ONESELF	MOVE-SOMETHING	REACH	HIT
amplitude_modulation.n.01	amplitude modulation, AM, modulation of the amplitude of the radio carrier wave	CONVERT	CHANGE-APPEARANCE/STATE	CHANGE_SWITCH	ADJUST_CORRECT	AMELIORATE
amygdalotomy.n.01	amygdalotomy, psychosurgery in which amygdaloid fibers that mediate limbic system activity are severed in cases of extreme uncontrollable violence	HURT_HARM_ACHE	BREAK_DETERIORATE	HELP_HEAL_CARE_CURE	CASTRATE	CUT
amylolysis.n.01	amylolysis, conversion of starch to sugar	CONVERT	TREAT-WITH/BY	CHANGE-APPEARANCE/STATE	COMBINE_MIX_UNITE	CHANGE_SWITCH
anabolism.n.01	anabolism, constructive metabolism, the synthesis in living organisms of more complex substances eg living tissue from simpler ones together with the storage of energy	COMBINE_MIX_UNITE	HARMONIZE	CONVERT	CHANGE-APPEARANCE/STATE	AMELIORATE
anaglyphy.n.01	anaglyphy, the process of producing pictures in contrasting colors that appear threedimensional when superimposed and viewed through spectacles with one red and one green lens	PAINT	COLOR	REPRESENT	DIVERSIFY	PRINT
anagrams.n.01	anagrams, a game whose object is to form words from a group of randomly chosen letters	PLAY_SPORT/GAME	MESS	CONVERT	ALTERNATE	MISTAKE
anamnestic_response.n.01	anamnestic response, anamnestic reaction, renewed rapid production of an antibody on the second or subsequent encounter with the same antigen	REACT	UNDERGO-EXPERIENCE	AROUSE_WAKE_ENLIVEN	CAUSE-MENTAL-STATE	AFFECT
anamorphism.n.02	anamorphism, metamorphism that occurs deep under the earths surface changes simple minerals into complex minerals	CONVERT	CHANGE-APPEARANCE/STATE	COMBINE_MIX_UNITE	CHANGE_SWITCH	HARMONIZE
anamorphosis.n.01	anamorphosis, anamorphism, the evolution of one type of organism from another by a long series of gradual changes	CONVERT	CHANGE-APPEARANCE/STATE	CHANGE_SWITCH	AMELIORATE	SHAPE
anastalsis.n.01	anastalsis, muscular action of the alimentary tract in a direction opposite to peristalsis	PRESS_PUSH_FOLD	HURT_HARM_ACHE	MOVE-SOMETHING	HIT	LOWER
anastylosis.n.01	anastylosis, the archeological reassembly of ruined monuments from fallen or decayed fragments incorporating new materials when necessary	REPAIR_REMEDY	ANALYZE	RESTORE-TO-PREVIOUS/INITIAL-STATE_UNDO_UNWIND	VERIFY	RENEW
ancestor_worship.n.01	ancestor worship, worship of ancestors	SING	CELEBRATE_PARTY	LIKE	COMMUNE	APPROVE_PRAISE
androgenesis.n.01	androgenesis, androgeny, male parthenogenesis in which the embryo contains only paternal chromosomes due to the failure of the egg nucleus to participate in fertilization	GIVE-BIRTH	HAVE-SEX	DEVELOP_AGE	CHANGE-APPEARANCE/STATE	CONVERT
anecdote.n.01	anecdote, short account of an incident especially a biographical one	REPRESENT	SUMMARIZE	REMEMBER	EXPLAIN	DISCUSS
anemography.n.01	anemography, recording anemometrical measurements	ANALYZE	MEASURE_EVALUATE	RECORD	VERIFY	CALCULATE_ESTIMATE
anemometry.n.01	anemometry, measuring wind speed and direction	ANALYZE	MEASURE_EVALUATE	VERIFY	CALCULATE_ESTIMATE	RECORD
angelus_bell.n.01	angelus bell, angelus, the sound of a bell rung in roman catholic churches to announce the time when the angelus should be recited	MAKE-A-SOUND	SING	SHOUT	PRONOUNCE	CRY
angiogenesis.n.01	angiogenesis, the formation of new blood vessels	CONVERT	COMBINE_MIX_UNITE	CHANGE-APPEARANCE/STATE	REPAIR_REMEDY	AMELIORATE
angiography.n.01	angiography, roentgenographic examination of blood vessels after injection of a radiopaque contrast medium produces an angiogram	ANALYZE	VERIFY	SEARCH	MEASURE_EVALUATE	CALCULATE_ESTIMATE
angioplasty.n.01	angioplasty, an operation to repair a damaged blood vessel or unblock a coronary artery	REPAIR_REMEDY	HELP_HEAL_CARE_CURE	STRENGTHEN_MAKE-RESISTANT	STABILIZE_SUPPORT-PHYSICALLY	UNFASTEN_UNFOLD
anglicism.n.02	Anglicism, Britishism, a custom that is peculiar to england or its citizens	CHANGE-APPEARANCE/STATE	CONVERT	CHANGE_SWITCH	DIVERSIFY	HARMONIZE
angling.n.01	angling, fishing with a hook and line and usually a pole	HUNT	CHASE	CATCH	SEARCH	LURE_ENTICE
angulation.n.01	angulation, the precise measurement of angles	MEASURE_EVALUATE	CALCULATE_ESTIMATE	VERIFY	ADJUST_CORRECT	INCLINE
angulation.n.02	angulation, the act of making angulate having corners	SEW	SHAPE	PRESS_PUSH_FOLD	WEAVE	CAVE_CARVE
animal_husbandry.n.01	animal husbandry, breeding and caring for farm animals	GIVE-BIRTH	HAVE-SEX	ALLY_ASSOCIATE_MARRY	GROW_PLOW	DEVELOP_AGE
animation.n.05	animation, the making of animated cartoons	MOUNT_ASSEMBLE_PRODUCE	PAINT	SHAPE	CREATE_MATERIALIZE	SEW
animatism.n.01	animatism, the attribution of consciousness and personality to natural phenomena such as thunderstorms and earthquakes and to objects such as plants and stones	INTERPRET	PERCEIVE	UNDERSTAND	IMAGINE	THINK
anisogamy.n.01	anisogamy, biology reproduction by the union or fusion of two differing gametes especially differing in size	HAVE-SEX	COMBINE_MIX_UNITE	GIVE-BIRTH	ALLY_ASSOCIATE_MARRY	JOIN_CONNECT
annexation.n.01	annexation, appropriation, incorporation by joining or uniting	COMBINE_MIX_UNITE	JOIN_CONNECT	ATTACH	ALLY_ASSOCIATE_MARRY	GROUP
annexation.n.02	annexation, the formal act of acquiring something especially territory by conquest or occupation	OBTAIN	CONQUER	CATCH	STEAL_DEPRIVE	TAKE
annual_ring.n.01	annual ring, growth ring, an annual formation of wood in plants as they grow	GROW_PLOW	COMBINE_MIX_UNITE	AMASS	JOIN_CONNECT	CHANGE-APPEARANCE/STATE
annular_eclipse.n.01	annular eclipse, only a thin outer disk of the sun can be seen	DIM	CLOUD_SHADOW_HIDE	DISAPPEAR	BLIND	LIGHT_SHINE
anointing_of_the_sick.n.01	anointing of the sick, extreme unction, last rites, a catholic sacrament a priest anoints a dying person with oil and prays for salvation	ASSIGN-smt-to-smn	COMMUNE	GIVE_GIFT	AUTHORIZE_ADMIT	AGREE_ACCEPT
anovulation.n.01	anovulation, the absence of ovulation due to immaturity or postmaturity or pregnancy or oral contraceptive pills or dysfunction of the ovary	DISAPPEAR	SWITCH-OFF_TURN-OFF_SHUT-DOWN	LOSE	CANCEL_ELIMINATE	MISS_OMIT_LACK
antagonism.n.04	antagonism, biochemistry interference in or inhibition of the physiological action of a chemical substance by another having a similar structure	MESS	RESTRAIN	WEAKEN	HURT_HARM_ACHE	DEBASE_ADULTERATE
anthropogenesis.n.01	anthropogenesis, anthropogeny, the evolution or genesis of the human race	AMELIORATE	PROMOTE	DEVELOP_AGE	GROW_PLOW	ESTABLISH
anthropolatry.n.01	anthropolatry, worship of man, the worship of human beings	LIKE	CELEBRATE_PARTY	COMMUNE	CAUSE-MENTAL-STATE	SING
anthropometry.n.01	anthropometry, measurement and study of the human body and its parts and capacities	ANALYZE	MEASURE_EVALUATE	VERIFY	TRY	SEARCH
anthropophagy.n.01	anthropophagy, human cannibalism the eating of human flesh	EAT_BITE	NOURISH_FEED	HAVE-SEX	HOST_MEAL_INVITE	TASTE
anti-takeover_defense.n.01	anti-takeover defense, resistance to or defense against a hostile takeover	OPPOSE_REBEL_DISSENT	ATTACK_BOMB	RESIST	REFUSE	FIGHT
anti-war_movement.n.01	anti-war movement, a campaign against entering or continuing a war	OPPOSE_REBEL_DISSENT	CRITICIZE	ATTACK_BOMB	RESIST	REFUSE
antiaircraft_fire.n.01	antiaircraft fire, firing at enemy aircraft	ATTACK_BOMB	SHOOT_LAUNCH_PROPEL	THROW	DIRECT_AIM_MANEUVER	HIT
anticipatory_breach.n.01	anticipatory breach, constructive breach, a breach of contract committed prior to the time of required performance	VIOLATE	STEAL_DEPRIVE	FAKE	DECEIVE	CONTRACT-AN-ILLNESS_INFECT
anticlimax.n.01	anticlimax, a disappointing decline after a previous rise	REDUCE_DIMINISH	WEAKEN	DEBASE_ADULTERATE	DOWNPLAY_HUMILIATE	FRUSTRATE_DISAPPOINT
anticoagulation.n.01	anticoagulation, the administration of an anticoagulant drug to retard coagulation of the blood	HELP_HEAL_CARE_CURE	CONVERT	MAKE-RELAX	TREAT-WITH/BY	CHANGE-APPEARANCE/STATE
anticyclone.n.01	anticyclone, meteorology winds spiraling outward from a high pressure center circling clockwise in the northern hemisphere and counterclockwise in the southern	MOVE-SOMETHING	MOVE-ONESELF	GO-FORWARD	TRAVEL	FLOW
antiferromagnetism.n.01	antiferromagnetism, magnetic field creates parallel but opposing spins varies with temperature	CONVERT	CHANGE-APPEARANCE/STATE	COMPENSATE	COMBINE_MIX_UNITE	HARMONIZE
antipyresis.n.01	antipyresis, medication with antipyretics to treat a fever	HELP_HEAL_CARE_CURE	REPAIR_REMEDY	MAKE-RELAX	HURT_HARM_ACHE	CONTRACT-AN-ILLNESS_INFECT
antiredeposition.n.01	antiredeposition, the process of preventing redeposition	TURN_CHANGE-DIRECTION	INVERT_REVERSE	MOVE-BACK	ORIENT	DIRECT_AIM_MANEUVER
antisepsis.n.02	antisepsis, asepsis, the process of inhibiting the growth and multiplication of microorganisms	WEAKEN	SLOW-DOWN	REDUCE_DIMINISH	STOP	RESTRAIN
antitrade_wind.n.01	antitrade wind, antitrade, winds blowing from west to east and lying above the trade winds in the tropics	AIR	METEOROLOGICAL	FLOW	TURN_CHANGE-DIRECTION	MOVE-SOMETHING
antitrades.n.01	antitrades, wind in the upper atmosphere blowing above but in the opposite direction from the trade winds	AIR	FLOW	METEOROLOGICAL	MOVE-SOMETHING	GO-FORWARD
antitrust_case.n.01	antitrust case, a legal action brought against parties who are charged with limiting free competition in the market place	VIOLATE	SUBJUGATE	ACCUSE	CORRUPT	CRITICIZE
anxiety_attack.n.01	anxiety attack, a sudden acute episode of intense anxiety and feelings of panic	CAUSE-MENTAL-STATE	HURT_HARM_ACHE	UNDERGO-EXPERIENCE	FEEL	DISLIKE
apache_dance.n.01	apache dance, a violent fast dance in french vaudeville an apache is a member of the french underworld	DANCE	PERFORM	MOVE-ONESELF	SING	TRAVEL
apache_devil_dance.n.01	apache devil dance, a ritual dance of the apache	DANCE	PERFORM	SING	MOVE-ONESELF	CELEBRATE_PARTY
apartheid.n.01	apartheid, a social policy or racial segregation involving political and economic and legal discrimination against people who are not whites the former official policy in south africa	DIVIDE	SEPARATE_FILTER_DETACH	DISBAND_BREAK-UP	PRECLUDE_FORBID_EXPEL	REFUSE
apgar_score.n.01	Apgar score, an assessment of the physical condition of a newborn infant involves heart rate and muscle tone and respiratory effort and color and reflex responsiveness	VERIFY	ANALYZE	MEASURE_EVALUATE	CALCULATE_ESTIMATE	SUBJECTIVE-JUDGING
aphaeresis.n.01	aphaeresis, apheresis, linguistics omission at the beginning of a word as in coon for raccoon or till for until	MISS_OMIT_LACK	ABSTAIN_AVOID_REFRAIN	REFUSE	DISAPPEAR	FORGET
apheresis.n.02	apheresis, pheresis, a procedure in which blood is drawn and separated into its components by dialysis some are retained and the rest are returned to the donor by transfusion	SEPARATE_FILTER_DETACH	DIVIDE	DISBAND_BREAK-UP	COMBINE_MIX_UNITE	CASTRATE
aphesis.n.01	aphesis, the gradual disappearance of an initial usually unstressed vowel or syllable as in squire for esquire	REDUCE_DIMINISH	DISAPPEAR	REMOVE_TAKE-AWAY_KIDNAP	LOSE	WEAKEN
apocalypse.n.01	apocalypse, a cosmic cataclysm in which god destroys the ruling powers of evil	DESTROY	KILL	ATTACK_BOMB	BURN	BREAK_DETERIORATE
apogamy.n.01	apogamy, botany development of an embryo without fertilization especially the development in some ferns of a sporophyte from the gametophyte without fertilization	GIVE-BIRTH	GROW_PLOW	DEVELOP_AGE	HAVE-SEX	GENERATE
apomixis.n.01	apomixis, any of several kinds of reproduction without fertilization	HAVE-SEX	GIVE-BIRTH	CASTRATE	GROW_PLOW	EXCRETE
apoptosis.n.01	apoptosis, programmed cell death, caspase-mediated cell death, a type of cell death in which the cell uses specialized cellular machinery to kill itself a cell suicide mechanism that enables metazoans to control cell number and eliminate cells that threaten the animals survival	KILL	DESTROY	CANCEL_ELIMINATE	FINISH_CONCLUDE_END	BURN
apostleship.n.01	apostleship, the position of apostle	LEAD_GOVERN	ASSIGN-smt-to-smn	MANAGE	WORK	EMCEE
appalling.n.01	appalling, an experience that appalls	HURT_HARM_ACHE	UNDERGO-EXPERIENCE	CAUSE-MENTAL-STATE	DISLIKE	ENJOY
apparent_motion.n.01	apparent motion, motion, apparent movement, movement, an optical illusion of motion produced by viewing a rapid succession of still pictures of a moving object	PERCEIVE	GO-FORWARD	BLIND	SEEM	TRAVEL
